LTd_history,itv_LT,itv_LL,anm_develop_time,p_anm
"[-0.0006625595796514533, -0.0006892344500438066, -0.0007073391530266945, -0.0007381819568409693, -0.0007847739678946514, -0.0009363167728317141, -0.001024253719698962, -0.00044866275448030083]",-0.01762453089042392,-2.1854418304125662,124.0,0.9999999999998228
"[-0.000645720300400336, -0.0006625595796514533, -0.0006892344500438066, -0.0007253157698955538, -0.0007672936094575045, -0.0009200084994766853, -0.0010369020248218411, -0.00043888330244405753]",-0.01762453089042392,-2.2030663613029904,125.0,0.9999999999579814
"[-0.0006405556361111545, -0.000645720300400336, -0.0006625595796514533, -0.0007073391530266945, -0.0007531575616716013, -0.0009056628585221579, -0.0010430956080863239, -0.0004248593490318181]",-0.01762453089042392,-2.220690892193414,126.0,0.9999999969671989
"[-0.0006541337214546536, -0.0006405556361111545, -0.000645720300400336, -0.0006892344500438066, -0.0007464872013137312, -0.00088959655681826, -0.001045554234626973, -0.0004150770664000183]",-0.01762453089042392,-2.2383154230838382,127.0,0.9999998589278857
"[-0.000676966059324748, -0.0006541337214546536, -0.0006405556361111545, -0.0006625595796514533, -0.0007381819568409693, -0.0008692407477149719, -0.0010450935460085834, -0.0004131737402387401]",-0.01762453089042392,-2.255939953974262,128.0,0.9999999986061427
"[-0.0007065593167151407, -0.000676966059324748, -0.0006541337214546536, -0.000645720300400336, -0.0007253157698955538, -0.0008498867247137146, -0.0010435950303608194, -0.00041231389488990153]",-0.01762453089042392,-2.2735644848646857,129.0,0.9999999997516513
"[-0.0007262554807152029, -0.0007065593167151407, -0.000676966059324748, -0.0006405556361111545, -0.0007073391530266945, -0.00082640869791382, -0.0010406938649891934, -0.0004245597446821065]",-0.01762453089042392,-2.29118901575511,130.0,0.9999999996580726
"[-0.0007415439746251998, -0.0007262554807152029, -0.0007065593167151407, -0.0006541337214546536, -0.0006892344500438066, -0.0008058068624049486, -0.0010332978024770465, -0.0004378576416346166]",-0.01762453089042392,-2.3088135466455335,131.0,0.9999999997754567
"[-0.0007558100918420258, -0.0007415439746251998, -0.0007262554807152029, -0.000676966059324748, -0.0006625595796514533, -0.0007847739678946514, -0.0010233312297850108, -0.0004416449803924329]",-0.01762453089042392,-2.3264380775359577,132.0,0.9999999998872359
"[-0.0007673666409739108, -0.0007558100918420258, -0.0007415439746251998, -0.0007065593167151407, -0.000645720300400336, -0.0007672936094575045, -0.0010158102458170217, -0.00043969265789061594]",-0.01762453089042392,-2.3440626084263814,133.0,0.9999999998581309
"[-0.0007757107942988973, -0.0007673666409739108, -0.0007558100918420258, -0.0007262554807152029, -0.0006405556361111545, -0.0007531575616716013, -0.0010074742083639027, -0.0004306233611524593]",-0.01762453089042392,-2.3616871393168055,134.0,0.9999999964076018
"[-0.0007829839035357326, -0.0007757107942988973, -0.0007673666409739108, -0.0007415439746251998, -0.0006541337214546536, -0.0007464872013137312, -0.000997683792211041, -0.0004300178243249404]",-0.01762453089042392,-2.3793116702072292,135.0,0.9999998506087664
"[-0.0007946178424485921, -0.0007829839035357326, -0.0007757107942988973, -0.0007558100918420258, -0.000676966059324748, -0.0007381819568409693, -0.0009891235969264694, -0.00045018574479030595]",-0.01762453089042392,-2.3969362010976534,136.0,0.999942355201092
"[-0.0008102618410785959, -0.0007946178424485921, -0.0007829839035357326, -0.0007673666409739108, -0.0007065593167151407, -0.0007253157698955538, -0.000980353699783469, -0.0005026918761598639]",-0.01762453089042392,-2.414560731988077,137.0,0.9996981958082662
"[-0.0008313794902974952, -0.0008102618410785959, -0.0007946178424485921, -0.0007757107942988973, -0.0007262554807152029, -0.0007073391530266945, -0.0009689762162286064, -0.0005447867365442148]",-0.01762453089042392,-2.4321852628785012,138.0,0.9388173830786333
"[-0.0008516121119246121, -0.0008313794902974952, -0.0008102618410785959, -0.0007829839035357326, -0.0007415439746251998, -0.0006892344500438066, -0.0009541747080802903, -0.0006085646331843214]",-0.01762453089042392,-2.449809793768925,139.0,0.3730547206359061
"[-0.0008739097390514666, -0.0008516121119246121, -0.0008313794902974952, -0.0007946178424485921, -0.0007558100918420258, -0.0006625595796514533, -0.0009363167728317141, -0.0006785161731239315]",-0.01762453089042392,-2.467434324659349,140.0,0.0012601232513293399
"[-0.00089529894795201, -0.0008739097390514666, -0.0008516121119246121, -0.0008102618410785959, -0.0007673666409739108, -0.000645720300400336, -0.0009200084994766853, -0.0007533461953823842]",-0.01762453089042392,-2.485058855549773,141.0,0.005032376160308735
"[-0.0009167300754942068, -0.00089529894795201, -0.0008739097390514666, -0.0008313794902974952, -0.0007757107942988973, -0.0006405556361111545, -0.0009056628585221579, -0.0008017582954403447]",-0.01762453089042392,-2.502683386440197,142.0,0.054828549735094614
"[-0.0009323895053806025, -0.0009167300754942068, -0.00089529894795201, -0.0008516121119246121, -0.0007829839035357326, -0.0006541337214546536, -0.00088959655681826, -0.0008456524130463067]",-0.01762453089042392,-2.5203079173306207,143.0,0.8240702882402383
"[-0.0009422186389930611, -0.0009323895053806025, -0.0009167300754942068, -0.0008739097390514666, -0.0007946178424485921, -0.000676966059324748, -0.0008692407477149719, -0.0008726507296487267]",-0.01762453089042392,-2.537932448221045,144.0,0.9806354435185124
"[-0.0009458818870235405, -0.0009422186389930611, -0.0009323895053806025, -0.00089529894795201, -0.0008102618410785959, -0.0007065593167151407, -0.0008498867247137146, -0.0009038287332458296]",-0.01762453089042392,-2.5555569791114685,145.0,0.9973421019534227
"[-0.0009451509830097222, -0.0009458818870235405, -0.0009422186389930611, -0.0009167300754942068, -0.0008313794902974952, -0.0007262554807152029, -0.00082640869791382, -0.0009095172987575518]",-0.01762453089042392,-2.5731815100018927,146.0,0.999994926416781
"[-0.0009411313475050809, -0.0009451509830097222, -0.0009458818870235405, -0.0009323895053806025, -0.0008516121119246121, -0.0007415439746251998, -0.0008058068624049486, -0.0009097851017615214]",-0.01762453089042392,-2.5908060408923164,147.0,0.9999985962990572
"[-0.0009311436543609631, -0.0009411313475050809, -0.0009451509830097222, -0.0009422186389930611, -0.0008739097390514666, -0.0007558100918420258, -0.0007847739678946514, -0.0009033459454512179]",-0.01762453089042392,-2.6084305717827405,148.0,0.9999997330232837
"[-0.0009199111848169412, -0.0009311436543609631, -0.0009411313475050809, -0.0009458818870235405, -0.00089529894795201, -0.0007673666409739108, -0.0007672936094575045, -0.0008928111692166786]",-0.01762453089042392,-2.626055102673164,149.0,0.9999999754634863
"[-0.000907220565239754, -0.0009199111848169412, -0.0009311436543609631, -0.0009451509830097222, -0.0009167300754942068, -0.0007757107942988973, -0.0007531575616716013, -0.0008944083203082553]",-0.01762453089042392,-2.6436796335635884,150.0,0.9999995617505774
"[-0.0008922116248566311, -0.000907220565239754, -0.0009199111848169412, -0.0009411313475050809, -0.0009323895053806025, -0.0007829839035357326, -0.0007464872013137312, -0.0009053648676212526]",-0.01762453089042392,-2.661304164454012,151.0,0.9999997169481524
"[-0.0008799918316202285, -0.0008922116248566311, -0.000907220565239754, -0.0009311436543609631, -0.0009422186389930611, -0.0007946178424485921, -0.0007381819568409693, -0.0009295024983788138]",-0.01762453089042392,-2.6789286953444362,152.0,0.9999998512914199
"[-0.0008672421608185647, -0.0008799918316202285, -0.0008922116248566311, -0.0009199111848169412, -0.0009458818870235405, -0.0008102618410785959, -0.0007253157698955538, -0.0009584299345607781]",-0.01762453089042392,-2.69655322623486,153.0,0.9999998230984798
"[-0.0008534453182310103, -0.0008672421608185647, -0.0008799918316202285, -0.000907220565239754, -0.0009451509830097222, -0.0008313794902974952, -0.0007073391530266945, -0.000979839974054484]",-0.01762453089042392,-2.714177757125284,154.0,0.9999998862051012
"[-0.0008392622714521303, -0.0008534453182310103, -0.0008672421608185647, -0.0008922116248566311, -0.0009411313475050809, -0.0008516121119246121, -0.0006892344500438066, -0.0010067521515347727]",-0.01762453089042392,-2.731802288015708,155.0,0.9999997796178282
"[-0.0008241297063754027, -0.0008392622714521303, -0.0008534453182310103, -0.0008799918316202285, -0.0009311436543609631, -0.0008739097390514666, -0.0006625595796514533, -0.001024253719698962]",-0.01762453089042392,-2.749426818906132,156.0,0.9999999411049758
"[-0.0008095270633600729, -0.0008241297063754027, -0.0008392622714521303, -0.0008672421608185647, -0.0009199111848169412, -0.00089529894795201, -0.000645720300400336, -0.0010369020248218411]",-0.01762453089042392,-2.7670513497965556,157.0,0.9999999907591653
"[-0.0007952907597206383, -0.0008095270633600729, -0.0008241297063754027, -0.0008534453182310103, -0.000907220565239754, -0.0009167300754942068, -0.0006405556361111545, -0.0010430956080863239]",-0.01762453089042392,-2.78467588068698,158.0,0.9999999987225392
"[-0.0007802631934673281, -0.0007952907597206383, -0.0008095270633600729, -0.0008392622714521303, -0.0008922116248566311, -0.0009323895053806025, -0.0006541337214546536, -0.001045554234626973]",-0.01762453089042392,-2.8023004115774035,159.0,0.999999999356611
"[-0.0007642707820357457, -0.0007802631934673281, -0.0007952907597206383, -0.0008241297063754027, -0.0008799918316202285, -0.0009422186389930611, -0.000676966059324748, -0.0010450935460085834]",-0.01762453089042392,-2.8199249424678277,160.0,0.9999999997301142
"[-0.0007484420211967646, -0.0007642707820357457, -0.0007802631934673281, -0.0008095270633600729, -0.0008672421608185647, -0.0009458818870235405, -0.0007065593167151407, -0.0010435950303608194]",-0.01762453089042392,-2.8375494733582514,161.0,0.9999999999902526
"[-0.0007326008756050676, -0.0007484420211967646, -0.0007642707820357457, -0.0007952907597206383, -0.0008534453182310103, -0.0009451509830097222, -0.0007262554807152029, -0.0010406938649891934]",-0.01762453089042392,-2.855174004248675,162.0,0.9999999999832684
"[-0.0007124789856778642, -0.0007326008756050676, -0.0007484420211967646, -0.0007802631934673281, -0.0008392622714521303, -0.0009411313475050809, -0.0007415439746251998, -0.0010332978024770465]",-0.01762453089042392,-2.872798535139099,163.0,0.999999999986955
"[-0.0006944891096418069, -0.0007124789856778642, -0.0007326008756050676, -0.0007642707820357457, -0.0008241297063754027, -0.0009311436543609631, -0.0007558100918420258, -0.0010233312297850108]",-0.01762453089042392,-2.890423066029523,164.0,0.9999999999898396
"[-0.0006767506612934327, -0.0006944891096418069, -0.0007124789856778642, -0.0007484420211967646, -0.0008095270633600729, -0.0009199111848169412, -0.0007673666409739108, -0.0010158102458170217]",-0.01762453089042392,-2.908047596919947,165.0,0.999999999926737
"[-0.0006591339887223631, -0.0006767506612934327, -0.0006944891096418069, -0.0007326008756050676, -0.0007952907597206383, -0.000907220565239754, -0.0007757107942988973, -0.0010074742083639027]",-0.01762453089042392,-2.925672127810371,166.0,0.9999999999804539
"[-0.0006455545740312924, -0.0006591339887223631, -0.0006767506612934327, -0.0007124789856778642, -0.0007802631934673281, -0.0008922116248566311, -0.0007829839035357326, -0.000997683792211041]",-0.01762453089042392,-2.943296658700795,167.0,0.999999999991811
"[-0.0006300738716857308, -0.0006455545740312924, -0.0006591339887223631, -0.0006944891096418069, -0.0007642707820357457, -0.0008799918316202285, -0.0007946178424485921, -0.0009891235969264694]",-0.01762453089042392,-2.9609211895912186,168.0,0.9999999999841754
"[-0.000613860996819137, -0.0006300738716857308, -0.0006455545740312924, -0.0006767506612934327, -0.0007484420211967646, -0.0008672421608185647, -0.0008102618410785959, -0.000980353699783469]",-0.01762453089042392,-2.978545720481643,169.0,0.9999999999932928
"[-0.0005999501109765367, -0.000613860996819137, -0.0006300738716857308, -0.0006591339887223631, -0.0007326008756050676, -0.0008534453182310103, -0.0008313794902974952, -0.0009689762162286064]",-0.01762453089042392,-2.9961702513720665,170.0,0.9999999999931346
"[-0.0005854016800260496, -0.0005999501109765367, -0.000613860996819137, -0.0006455545740312924, -0.0007124789856778642, -0.0008392622714521303, -0.0008516121119246121, -0.0009541747080802903]",-0.01762453089042392,-3.0137947822624906,171.0,0.9999999999886621
"[-0.0005720350611503153, -0.0005854016800260496, -0.0005999501109765367, -0.0006300738716857308, -0.0006944891096418069, -0.0008241297063754027, -0.0008739097390514666, -0.0009363167728317141]",-0.01762453089042392,-3.0314193131529144,172.0,0.9999999999983423
"[-0.0005612038626428211, -0.0005720350611503153, -0.0005854016800260496, -0.000613860996819137, -0.0006767506612934327, -0.0008095270633600729, -0.00089529894795201, -0.0009200084994766853]",-0.01762453089042392,-3.0490438440433385,173.0,0.9999999999976906
"[-0.0005472653211902736, -0.0005612038626428211, -0.0005720350611503153, -0.0005999501109765367, -0.0006591339887223631, -0.0007952907597206383, -0.0009167300754942068, -0.0009056628585221579]",-0.01762453089042392,-3.066668374933762,174.0,0.9999999999849901
"[-0.0005353986530100703, -0.0005472653211902736, -0.0005612038626428211, -0.0005854016800260496, -0.0006455545740312924, -0.0007802631934673281, -0.0009323895053806025, -0.00088959655681826]",-0.01762453089042392,-3.0842929058241864,175.0,0.9999999999911791
"[-0.0005295505204345801, -0.0005353986530100703, -0.0005472653211902736, -0.0005720350611503153, -0.0006300738716857308, -0.0007642707820357457, -0.0009422186389930611, -0.0008692407477149719]",-0.01762453089042392,-3.10191743671461,176.0,0.9999999999966828
"[-0.000523014917491446, -0.0005295505204345801, -0.0005353986530100703, -0.0005612038626428211, -0.000613860996819137, -0.0007484420211967646, -0.0009458818870235405, -0.0008498867247137146]",-0.01762453089042392,-3.119541967605034,177.0,0.9999999999960666
"[-0.0005147026755304037, -0.000523014917491446, -0.0005295505204345801, -0.0005472653211902736, -0.0005999501109765367, -0.0007326008756050676, -0.0009451509830097222, -0.00082640869791382]",-0.01762453089042392,-3.137166498495458,178.0,0.9999999999277303
"[-0.0005080033720650315, -0.0005147026755304037, -0.000523014917491446, -0.0005353986530100703, -0.0005854016800260496, -0.0007124789856778642, -0.0009411313475050809, -0.0008058068624049486]",-0.01762453089042392,-3.154791029385882,179.0,0.9999999228994313
"[-0.0005082709869950465, -0.0005080033720650315, -0.0005147026755304037, -0.0005295505204345801, -0.0005720350611503153, -0.0006944891096418069, -0.0009311436543609631, -0.0007847739678946514]",-0.01762453089042392,-3.172415560276306,180.0,0.9999611041649314
"[-0.0005202255493921608, -0.0005082709869950465, -0.0005080033720650315, -0.000523014917491446, -0.0005612038626428211, -0.0006767506612934327, -0.0009199111848169412, -0.0007672936094575045]",-0.01762453089042392,-3.19004009116673,181.0,0.9999048024101308
"[-0.0005398343803174047, -0.0005202255493921608, -0.0005082709869950465, -0.0005147026755304037, -0.0005472653211902736, -0.0006591339887223631, -0.000907220565239754, -0.0007531575616716013]",-0.01762453089042392,-3.2076646220571536,182.0,0.9999261079693539
"[-0.0005587169117141688, -0.0005398343803174047, -0.0005202255493921608, -0.0005080033720650315, -0.0005353986530100703, -0.0006455545740312924, -0.0008922116248566311, -0.0007464872013137312]",-0.01762453089042392,-3.225289152947578,183.0,0.9997554449105264
"[-0.0005752662266157409, -0.0005587169117141688, -0.0005398343803174047, -0.0005082709869950465, -0.0005295505204345801, -0.0006300738716857308, -0.0008799918316202285, -0.0007381819568409693]",-0.01762453089042392,-3.2429136838380015,184.0,0.9999889962943669
"[-0.0005909302425682205, -0.0005752662266157409, -0.0005587169117141688, -0.0005202255493921608, -0.000523014917491446, -0.000613860996819137, -0.0008672421608185647, -0.0007253157698955538]",-0.01762453089042392,-3.2605382147284256,185.0,0.999998161343181
"[-0.0006005704437814281, -0.0005909302425682205, -0.0005752662266157409, -0.0005398343803174047, -0.0005147026755304037, -0.0005999501109765367, -0.0008534453182310103, -0.0007073391530266945]",-0.01762453089042392,-3.2781627456188493,186.0,0.9999980380003354
"[-0.0006063034239307993, -0.0006005704437814281, -0.0005909302425682205, -0.0005587169117141688, -0.0005080033720650315, -0.0005854016800260496, -0.0008392622714521303, -0.0006892344500438066]",-0.01762453089042392,-3.2957872765092735,187.0,0.9999928558861418
"[-0.0006108780376342691, -0.0006063034239307993, -0.0006005704437814281, -0.0005752662266157409, -0.0005082709869950465, -0.0005720350611503153, -0.0008241297063754027, -0.0006625595796514533]",-0.01762453089042392,-3.313411807399697,188.0,0.9998238043494257
"[-0.0006157795909465192, -0.0006108780376342691, -0.0006063034239307993, -0.0005909302425682205, -0.0005202255493921608, -0.0005612038626428211, -0.0008095270633600729, -0.000645720300400336]",-0.01762453089042392,-3.3310363382901214,189.0,0.12339147594209997
"[-0.0006229226420900338, -0.0006157795909465192, -0.0006108780376342691, -0.0006005704437814281, -0.0005398343803174047, -0.0005472653211902736, -0.0007952907597206383, -0.0006405556361111545]",-0.01762453089042392,-3.348660869180545,190.0,0.0055129699411297015
"[-0.0006376932093533214, -0.0006229226420900338, -0.0006157795909465192, -0.0006063034239307993, -0.0005587169117141688, -0.0005353986530100703, -0.0007802631934673281, -0.0006541337214546536]",-0.01762453089042392,-3.366285400070969,191.0,5.170283933914471e-05
"[-0.0006520509762876701, -0.0006376932093533214, -0.0006229226420900338, -0.0006108780376342691, -0.0005752662266157409, -0.0005295505204345801, -0.0007642707820357457, -0.000676966059324748]",-0.01762453089042392,-3.383909930961393,192.0,0.00015676391035913132
"[-0.0006660933347401574, -0.0006520509762876701, -0.0006376932093533214, -0.0006157795909465192, -0.0005909302425682205, -0.000523014917491446, -0.0007484420211967646, -0.0007065593167151407]",-0.01762453089042392,-3.4015344618518166,193.0,7.016207506247126e-05
"[-0.0006758269511353538, -0.0006660933347401574, -0.0006520509762876701, -0.0006229226420900338, -0.0006005704437814281, -0.0005147026755304037, -0.0007326008756050676, -0.0007262554807152029]",-0.01762453089042392,-3.4191589927422408,194.0,0.0005604974289805042
"[-0.0006822970759904769, -0.0006758269511353538, -0.0006660933347401574, -0.0006376932093533214, -0.0006063034239307993, -0.0005080033720650315, -0.0007124789856778642, -0.0007415439746251998]",-0.01762453089042392,-3.4367835236326645,195.0,0.019945478437221137
"[-0.0006847580429551007, -0.0006822970759904769, -0.0006758269511353538, -0.0006520509762876701, -0.0006108780376342691, -0.0005082709869950465, -0.0006944891096418069, -0.0007558100918420258]",-0.01762453089042392,-3.4544080545230886,196.0,0.05764049295848686
"[-0.0006832115113445524, -0.0006847580429551007, -0.0006822970759904769, -0.0006660933347401574, -0.0006157795909465192, -0.0005202255493921608, -0.0006767506612934327, -0.0007673666409739108]",-0.01762453089042392,-3.4720325854135123,197.0,0.5089070361543013
"[-0.0006798942641762454, -0.0006832115113445524, -0.0006847580429551007, -0.0006758269511353538, -0.0006229226420900338, -0.0005398343803174047, -0.0006591339887223631, -0.0007757107942988973]",-0.01762453089042392,-3.4896571163039365,198.0,0.9133474466906284
"[-0.0006736920211457207, -0.0006798942641762454, -0.0006832115113445524, -0.0006822970759904769, -0.0006376932093533214, -0.0005587169117141688, -0.0006455545740312924, -0.0007829839035357326]",-0.01762453089042392,-3.50728164719436,199.0,0.9663565989365891
"[-0.0006657843019484003, -0.0006736920211457207, -0.0006798942641762454, -0.0006847580429551007, -0.0006520509762876701, -0.0005752662266157409, -0.0006300738716857308, -0.0007946178424485921]",-0.01762453089042392,-3.5249061780847843,200.0,0.9583369967326673
"[-0.000657235056193402, -0.0006657843019484003, -0.0006736920211457207, -0.0006832115113445524, -0.0006660933347401574, -0.0005909302425682205, -0.000613860996819137, -0.0008102618410785959]",-0.01762453089042392,-3.542530708975208,201.0,0.9962028878951454
"[-3.775239307051604e-05, -4.02003948713271e-05, -4.717103582053044e-05, -4.8531225338468974e-05, -4.227249413532846e-05, -3.129999751474288e-05, -4.655923142879918e-05, 8.135238586441189e-05]",0.0,0.0,0.0,0.0
"[-4.0454866221785926e-05, -3.775239307051604e-05, -4.02003948713271e-05, -4.9326066483930166e-05, -4.648614486869883e-05, -2.7383244636758115e-05, -4.783960560258695e-05, 7.582806630239484e-05]",0.0,0.0,0.0,0.0
"[-5.0235584897161895e-05, -4.0454866221785926e-05, -3.775239307051604e-05, -4.717103582053044e-05, -4.680938025150986e-05, -3.0094075520700994e-05, -5.1198806600973466e-05, 6.975736966204733e-05]",0.0,0.0,0.0,0.0
"[-6.561764181585775e-05, -5.0235584897161895e-05, -4.0454866221785926e-05, -4.02003948713271e-05, -5.318262545342553e-05, -3.2127746201725436e-05, -5.1055555357268085e-05, 6.165523640184898e-05]",0.0,0.0,0.0,0.0
"[-7.238258662782563e-05, -6.561764181585775e-05, -5.0235584897161895e-05, -3.775239307051604e-05, -4.8531225338468974e-05, -3.564824067422968e-05, -5.359526383844681e-05, 5.8698582994838365e-05]",0.0,0.0,0.0,0.0
"[-7.560192857677576e-05, -7.238258662782563e-05, -6.561764181585775e-05, -4.0454866221785926e-05, -4.9326066483930166e-05, -3.4602122151985045e-05, -5.5293196351679274e-05, 5.113569667971618e-05]",0.0,0.0,0.0,0.0
"[-7.47296415168629e-05, -7.560192857677576e-05, -7.238258662782563e-05, -5.0235584897161895e-05, -4.717103582053044e-05, -3.090086450246737e-05, -4.221685214592225e-05, 4.6233270999348195e-05]",0.0,0.0,0.0,0.0
"[-7.431932063180949e-05, -7.47296415168629e-05, -7.560192857677576e-05, -6.561764181585775e-05, -4.02003948713271e-05, -3.489137031241193e-05, -3.0534962749688635e-05, 4.376373329190936e-05]",0.0,0.0,0.0,0.0
"[-8.003906871774335e-05, -7.431932063180949e-05, -7.47296415168629e-05, -7.238258662782563e-05, -3.775239307051604e-05, -4.227249413532846e-05, -2.3553812842636766e-05, 4.169631106499147e-05]",0.0,0.0,0.0,0.0
"[-8.271941790326542e-05, -8.003906871774335e-05, -7.431932063180949e-05, -7.560192857677576e-05, -4.0454866221785926e-05, -4.648614486869883e-05, -3.0899041762387836e-05, 4.2188766754429477e-05]",0.0,0.0,0.0,0.0
"[-9.286533757815274e-05, -8.271941790326542e-05, -8.003906871774335e-05, -7.47296415168629e-05, -5.0235584897161895e-05, -4.680938025150986e-05, -5.065826899170062e-05, 4.157839832644535e-05]",0.0,0.0,0.0,0.0
"[-9.734968418755978e-05, -9.286533757815274e-05, -8.271941790326542e-05, -7.431932063180949e-05, -6.561764181585775e-05, -5.318262545342553e-05, -4.800101556867606e-05, 4.2233167143235234e-05]",0.0,0.0,0.0,0.0
"[-9.787431308767741e-05, -9.734968418755978e-05, -9.286533757815274e-05, -8.003906871774335e-05, -7.238258662782563e-05, -4.8531225338468974e-05, -4.5809785044182874e-05, 3.588016161224069e-05]",0.0,0.0,0.0,0.0
"[-9.198163729085049e-05, -9.787431308767741e-05, -9.734968418755978e-05, -8.271941790326542e-05, -7.560192857677576e-05, -4.9326066483930166e-05, -4.747906797180346e-05, 2.9438885432324606e-05]",0.0,0.0,0.0,0.0
"[-8.613378156095912e-05, -9.198163729085049e-05, -9.787431308767741e-05, -9.286533757815274e-05, -7.47296415168629e-05, -4.717103582053044e-05, -4.490729293429059e-05, 1.9036232886538903e-05]",0.0,0.0,0.0,0.0
"[-8.273477625728626e-05, -8.613378156095912e-05, -9.198163729085049e-05, -9.734968418755978e-05, -7.431932063180949e-05, -4.02003948713271e-05, -3.594895117145776e-05, 2.0151107493768997e-05]",0.0,0.0,0.0,0.0
"[-7.982353477670199e-05, -8.273477625728626e-05, -8.613378156095912e-05, -9.787431308767741e-05, -8.003906871774335e-05, -3.775239307051604e-05, -3.129999751474288e-05, 1.8667228015342534e-05]",0.0,0.0,0.0,0.0
"[-7.679473775668755e-05, -7.982353477670199e-05, -8.273477625728626e-05, -9.198163729085049e-05, -8.271941790326542e-05, -4.0454866221785926e-05, -2.7383244636758115e-05, 1.4761359962760257e-05]",0.0,0.0,0.0,0.0
"[-7.854230218913733e-05, -7.679473775668755e-05, -7.982353477670199e-05, -8.613378156095912e-05, -9.286533757815274e-05, -5.0235584897161895e-05, -3.0094075520700994e-05, 1.3651051974383907e-05]",0.0,0.0,0.0,0.0
"[-7.74018068139987e-05, -7.854230218913733e-05, -7.679473775668755e-05, -8.273477625728626e-05, -9.734968418755978e-05, -6.561764181585775e-05, -3.2127746201725436e-05, 5.93652096380033e-06]",0.0,0.0,0.0,0.0
"[-8.056845156918938e-05, -7.74018068139987e-05, -7.854230218913733e-05, -7.982353477670199e-05, -9.787431308767741e-05, -7.238258662782563e-05, -3.564824067422968e-05, -9.561561132673979e-06]",0.0,0.0,0.0,0.0
"[-8.325024633971235e-05, -8.056845156918938e-05, -7.74018068139987e-05, -7.679473775668755e-05, -9.198163729085049e-05, -7.560192857677576e-05, -3.4602122151985045e-05, -2.8298150964236946e-05]",0.013263830617895843,0.0,0.0,0.005772058296968965
"[-8.935901509229006e-05, -8.325024633971235e-05, -8.056845156918938e-05, -7.854230218913733e-05, -8.613378156095912e-05, -7.47296415168629e-05, -3.090086450246737e-05, -3.24826320516601e-05]",0.013263830617895843,0.013263830617895843,1.0,0.004192198205268915
"[-9.42764215597359e-05, -8.935901509229006e-05, -8.325024633971235e-05, -7.74018068139987e-05, -8.273477625728626e-05, -7.431932063180949e-05, -3.489137031241193e-05, -3.3702465045803634e-05]",0.013263830617895843,0.026527661235791686,2.0,0.0028240873226653574
"[-8.518356316691417e-05, -9.42764215597359e-05, -8.935901509229006e-05, -8.056845156918938e-05, -7.982353477670199e-05, -8.003906871774335e-05, -4.227249413532846e-05, -3.9349195357407455e-05]",0.013263830617895843,0.03979149185368753,3.0,0.002103658719049917
"[-6.929397892102424e-05, -8.518356316691417e-05, -9.42764215597359e-05, -8.325024633971235e-05, -7.679473775668755e-05, -8.271941790326542e-05, -4.648614486869883e-05, -4.1896649434383014e-05]",0.013263830617895843,0.05305532247158337,4.0,0.0023319870461795044
"[-4.991576791017822e-05, -6.929397892102424e-05, -8.518356316691417e-05, -8.935901509229006e-05, -7.854230218913733e-05, -9.286533757815274e-05, -4.680938025150986e-05, -4.44498797065296e-05]",0.013263830617895843,0.06631915308947922,5.0,0.0028222120315774665
"[-5.044476547994859e-05, -4.991576791017822e-05, -6.929397892102424e-05, -9.42764215597359e-05, -7.74018068139987e-05, -9.734968418755978e-05, -5.318262545342553e-05, -4.795677938100501e-05]",0.013263830617895843,0.07958298370737506,6.0,0.002809364432400427
"[-6.46481937114215e-05, -5.044476547994859e-05, -4.991576791017822e-05, -8.518356316691417e-05, -8.056845156918938e-05, -9.787431308767741e-05, -4.8531225338468974e-05, -4.978239838278384e-05]",0.013263830617895843,0.0928468143252709,7.0,0.0025362069386150867
"[-6.409846173431016e-05, -6.46481937114215e-05, -5.044476547994859e-05, -6.929397892102424e-05, -8.325024633971235e-05, -9.198163729085049e-05, -4.9326066483930166e-05, -4.380466029678575e-05]",0.013263830617895843,0.10611064494316674,8.0,0.0020131521196914354
"[-5.870605996595992e-05, -6.409846173431016e-05, -6.46481937114215e-05, -4.991576791017822e-05, -8.935901509229006e-05, -8.613378156095912e-05, -4.717103582053044e-05, -4.618387482745901e-05]",0.013263830617895843,0.11937447556106259,9.0,0.0018825427537320588
"[-4.2217639316057795e-05, -5.870605996595992e-05, -6.409846173431016e-05, -5.044476547994859e-05, -9.42764215597359e-05, -8.273477625728626e-05, -4.02003948713271e-05, -4.591364303554331e-05]",0.013263830617895843,0.13263830617895844,10.0,0.0021542687436059338
"[-1.9974000206781636e-05, -4.2217639316057795e-05, -5.870605996595992e-05, -6.46481937114215e-05, -8.518356316691417e-05, -7.982353477670199e-05, -3.775239307051604e-05, -4.655923142879918e-05]",0.013263830617895843,0.14590213679685426,11.0,0.002649555891521336
"[-3.7602577652141463e-06, -1.9974000206781636e-05, -4.2217639316057795e-05, -6.409846173431016e-05, -6.929397892102424e-05, -7.679473775668755e-05, -4.0454866221785926e-05, -4.783960560258695e-05]",0.013263830617895843,0.15916596741475011,12.0,0.002727724820116139
"[1.2720567240122485e-05, -3.7602577652141463e-06, -1.9974000206781636e-05, -5.870605996595992e-05, -4.991576791017822e-05, -7.854230218913733e-05, -5.0235584897161895e-05, -5.1198806600973466e-05]",0.013263830617895843,0.17242979803264596,13.0,0.0033839380987008326
